prod_category,prod_subcategory,prod_price,month,week_of_year,is_festival_week,units_sold_last_week,avg_sales_4wk,current_stock,units_sold_next_week
Newborn,Romper,999.0,4,17,0,4.13,5.36,7,3.91
Newborn,Romper,999.0,5,18,0,3.91,5.01,5,3.43
Newborn,Romper,999.0,5,19,0,3.43,5.1,9,4.05
Newborn,Romper,999.0,5,20,0,4.05,3.88,6,3.76
Newborn,Romper,999.0,5,21,0,3.76,3.79,6,2.83
Newborn,Romper,999.0,5,22,0,2.83,3.52,4,4.02
Newborn,Romper,999.0,6,23,0,4.02,3.66,6,3.81
Newborn,Romper,999.0,6,24,0,3.81,3.6,7,3.04
Newborn,Romper,999.0,6,25,0,3.04,3.42,6,3.99
Newborn,Romper,999.0,6,26,0,3.99,3.71,6,3.86
Newborn,Romper,999.0,7,27,0,3.86,3.67,4,2.7
Newborn,Romper,999.0,7,28,0,2.7,3.4,5,3.4
Newborn,Romper,999.0,7,29,0,3.4,3.49,3,3.5
Newborn,Romper,999.0,7,30,0,3.5,3.36,5,2.4
Newborn,Romper,999.0,7,31,0,2.4,3.0,4,2.09
Newborn,Romper,999.0,8,32,0,2.09,2.85,3,2.8
Newborn,Romper,999.0,8,33,1,2.8,2.7,4,5.23
Newborn,Romper,999.0,8,34,0,5.23,3.13,2,2.77
Newborn,Romper,999.0,8,35,0,2.77,3.22,3,3.45
Newborn,Romper,999.0,9,36,1,3.45,3.56,3,6.08
Newborn,Romper,999.0,9,37,0,6.08,4.38,5,2.39
Newborn,Romper,999.0,9,38,0,2.39,3.67,7,2.73
Newborn,Romper,999.0,9,39,0,2.73,3.66,7,2.67
Newborn,Romper,999.0,10,40,0,2.67,3.47,6,3.02
Newborn,Romper,999.0,10,41,1,3.02,2.7,5,5.97
Newborn,Romper,999.0,10,42,0,5.97,3.6,4,2.63
Newborn,Romper,999.0,10,43,1,2.63,3.58,4,5.87
Newborn,Romper,999.0,10,44,1,5.87,4.37,8,6.39
Newborn,Romper,999.0,11,45,1,6.39,5.22,6,6.09
Newborn,Romper,999.0,11,46,0,6.09,5.25,8,2.51
Newborn,Romper,999.0,11,47,0,2.51,5.21,4,2.57
Newborn,Romper,999.0,11,48,0,2.57,4.39,3,2.24
Newborn,Romper,999.0,12,49,0,2.24,3.35,5,2.66
Newborn,Romper,999.0,12,50,0,2.66,2.49,2,2.77
Newborn,Romper,999.0,12,51,0,2.77,2.56,4,2.11
Newborn,Romper,999.0,12,52,1,2.11,2.44,2,5.4
Newborn,Romper,999.0,1,1,0,5.4,3.23,4,2.67
Newborn,Romper,999.0,1,2,1,2.67,3.24,6,8.76
Newborn,Romper,999.0,1,3,1,8.76,4.73,9,4.46
Newborn,Romper,999.0,1,4,0,4.46,5.32,8,3.3
Newborn,Romper,999.0,1,5,0,3.3,4.8,3,3.67
Newborn,Romper,999.0,2,6,0,3.67,5.05,9,3.24
Newborn,Romper,999.0,2,7,0,3.24,3.67,7,4.6
Newborn,Romper,999.0,2,8,0,4.6,3.71,5,3.16
Newborn,Romper,999.0,2,9,0,3.16,3.67,3,2.49
Newborn,Romper,999.0,3,10,1,2.49,3.38,3,7.64
Newborn,Romper,999.0,3,11,0,7.64,4.47,7,4.36
Newborn,Romper,999.0,3,12,0,4.36,4.41,6,3.65
Newborn,Romper,999.0,3,13,0,3.65,4.54,7,3.73
Newborn,Romper,999.0,4,14,0,3.73,4.85,3,5.08
Newborn,Romper,999.0,4,15,1,5.08,4.21,5,8.91
Newborn,Romper,999.0,4,16,0,8.91,5.34,3,4.06
Newborn,Romper,999.0,4,17,0,4.06,5.44,5,3.88
Newborn,Romper,999.0,4,18,0,3.88,5.48,9,2.69
Newborn,Romper,999.0,5,19,0,2.69,4.88,3,4.56
Newborn,Romper,999.0,5,20,0,4.56,3.8,3,3.76
Newborn,Romper,999.0,5,21,0,3.76,3.72,6,2.94
Newborn,Romper,999.0,5,22,0,2.94,3.49,4,3.98
Newborn,Romper,999.0,6,23,0,3.98,3.81,7,4.08
Newborn,Romper,999.0,6,24,0,4.08,3.69,5,3.31
Newborn,Romper,999.0,6,25,0,3.31,3.58,2,3.13
Newborn,Romper,999.0,6,26,0,3.13,3.62,7,3.27
Newborn,Romper,999.0,7,27,0,3.27,3.45,6,2.89
Men,Blazer,2999.0,7,28,0,3.6,3.6,3,2.88
Men,Blazer,2999.0,7,29,0,2.88,3.42,4,3.33
Men,Blazer,2999.0,7,30,0,3.33,3.35,3,3.72
Men,Blazer,2999.0,8,31,0,3.72,3.38,6,4.09
Men,Blazer,2999.0,8,32,0,4.09,3.5,2,3.13
Men,Blazer,2999.0,8,33,1,3.13,3.57,7,7.61
Men,Blazer,2999.0,8,34,0,7.61,4.64,7,2.5
Men,Blazer,2999.0,8,35,0,2.5,4.33,5,3.34
Men,Blazer,2999.0,9,36,1,3.34,4.15,5,5.51
Men,Blazer,2999.0,9,37,0,5.51,4.74,8,3.89
Men,Blazer,2999.0,9,38,0,3.89,3.81,2,2.58
Men,Blazer,2999.0,9,39,0,2.58,3.83,4,2.97
Men,Blazer,2999.0,10,40,0,2.97,3.74,6,2.16
Men,Blazer,2999.0,10,41,1,2.16,2.9,2,5.34
Men,Blazer,2999.0,10,42,0,5.34,3.26,2,3.34
Men,Blazer,2999.0,10,43,1,3.34,3.45,5,6.54
Men,Blazer,2999.0,10,44,1,6.54,4.35,6,6.15
Men,Blazer,2999.0,11,45,1,6.15,5.34,3,6.78
Men,Blazer,2999.0,11,46,0,6.78,5.7,9,3.02
Men,Blazer,2999.0,11,47,0,3.02,5.62,10,3.94
Men,Blazer,2999.0,11,48,0,3.94,4.97,4,2.39
Men,Blazer,2999.0,12,49,0,2.39,4.03,3,3.39
Men,Blazer,2999.0,12,50,0,3.39,3.18,6,2.59
Men,Blazer,2999.0,12,51,1,2.59,3.08,4,5.8
Men,Blazer,2999.0,12,52,1,5.8,3.54,4,6.47
Men,Blazer,2999.0,1,1,0,6.47,4.56,7,3.41
Men,Blazer,2999.0,1,2,1,3.41,4.57,6,7.28
Men,Blazer,2999.0,1,3,0,7.28,5.74,5,3.73
Men,Blazer,2999.0,1,4,0,3.73,5.22,8,3.5
Men,Blazer,2999.0,1,5,0,3.5,4.48,6,3.94
Men,Blazer,2999.0,2,6,0,3.94,4.61,4,3.23
Men,Blazer,2999.0,2,7,0,3.23,3.6,6,4.63
Men,Blazer,2999.0,2,8,0,4.63,3.82,6,4.53
Men,Blazer,2999.0,2,9,0,4.53,4.08,3,5.24
Men,Blazer,2999.0,3,10,1,5.24,4.41,6,9.01
Men,Blazer,2999.0,3,11,0,9.01,5.85,11,4.62
Men,Blazer,2999.0,3,12,0,4.62,5.85,11,4.64
Men,Blazer,2999.0,3,13,0,4.64,5.88,6,3.73
Men,Blazer,2999.0,4,14,0,3.73,5.5,6,4.43
Men,Blazer,2999.0,4,15,1,4.43,4.35,4,8.01
Men,Blazer,2999.0,4,16,0,8.01,5.2,5,4.47
Men,Blazer,2999.0,4,17,0,4.47,5.16,5,4.54
Men,Blazer,2999.0,5,18,0,4.54,5.36,8,4.69
Men,Blazer,2999.0,5,19,0,4.69,5.43,8,4.5
Men,Blazer,2999.0,5,20,0,4.5,4.55,7,4.46
Men,Blazer,2999.0,5,21,0,4.46,4.55,6,3.81
Men,Blazer,2999.0,5,22,0,3.81,4.36,8,5.65
Men,Blazer,2999.0,6,23,0,5.65,4.6,7,4.19
Men,Blazer,2999.0,6,24,0,4.19,4.53,7,3.85
Men,Blazer,2999.0,6,25,0,3.85,4.37,8,4.41
Men,Blazer,2999.0,6,26,0,4.41,4.52,6,3.49
Men,Blazer,2999.0,7,27,0,3.49,3.99,7,2.76
Men,Blazer,2999.0,7,28,0,2.76,3.63,3,3.11
Men,Blazer,2999.0,7,29,0,3.11,3.44,5,2.83
Men,Blazer,2999.0,7,30,0,2.83,3.05,3,3.48
Men,Blazer,2999.0,7,31,0,3.48,3.05,5,3.66
Men,Blazer,2999.0,8,32,0,3.66,3.27,3,2.58
Men,Blazer,2999.0,8,33,1,2.58,3.14,5,6.77
Men,Blazer,2999.0,8,34,0,6.77,4.12,3,3.28
Men,Blazer,2999.0,8,35,0,3.28,4.07,7,3.71
Men,Blazer,2999.0,9,36,1,3.71,4.09,6,6.83
Men,Blazer,2999.0,9,37,0,6.83,5.15,5,2.6
Men,Blazer,2999.0,9,38,0,2.6,4.11,4,2.72
Men,Blazer,2999.0,9,39,0,2.72,3.97,3,2.75
Men,Blazer,2999.0,10,40,0,2.75,3.72,5,3.49
Men,Blazer,2999.0,10,41,1,3.49,2.89,4,7.21
Men,Blazer,2999.0,10,42,0,7.21,4.04,2,3.11
Men,Blazer,2999.0,10,43,1,3.11,4.14,3,4.6
Men,Blazer,2999.0,10,44,1,4.6,4.6,8,5.77
Men,Blazer,2999.0,11,45,1,5.77,5.17,6,7.98
Men,Blazer,2999.0,11,46,0,7.98,5.37,9,3.1
Men,Blazer,2999.0,11,47,0,3.1,5.36,8,1.87
Men,Blazer,2999.0,11,48,0,1.87,4.68,9,3.18
Men,Blazer,2999.0,12,49,0,3.18,4.03,7,3.88
Men,Blazer,2999.0,12,50,0,3.88,3.01,6,2.52
Men,Blazer,2999.0,12,51,0,2.52,2.86,4,2.73
Men,Blazer,2999.0,12,52,1,2.73,3.08,4,8.49
Men,Blazer,2999.0,1,1,0,8.49,4.4,3,3.96
Men,Blazer,2999.0,1,2,1,3.96,4.42,2,8.06
Men,Blazer,2999.0,1,3,1,8.06,5.81,7,5.44
Men,Blazer,2999.0,1,4,0,5.44,6.49,4,3.49
Men,Blazer,2999.0,1,5,0,3.49,5.24,9,4.24
Men,Blazer,2999.0,2,6,0,4.24,5.31,9,3.33
Men,Blazer,2999.0,2,7,0,3.33,4.12,6,4.34
Men,Blazer,2999.0,2,8,0,4.34,3.85,3,3.45
Men,Blazer,2999.0,2,9,0,3.45,3.84,7,3.25
Men,Blazer,2999.0,3,10,1,3.25,3.59,7,12.18
Men,Blazer,2999.0,3,11,0,12.18,5.8,3,4.57
Men,Blazer,2999.0,3,12,0,4.57,5.86,9,4.34
Men,Blazer,2999.0,3,13,0,4.34,6.08,5,4.2
Men,Blazer,2999.0,4,14,0,4.2,6.32,12,4.27
Men,Blazer,2999.0,4,15,1,4.27,4.35,7,8.53
Men,Blazer,2999.0,4,16,0,8.53,5.33,6,3.18
Men,Blazer,2999.0,4,17,0,3.18,5.04,3,4.81
Men,Blazer,2999.0,4,18,0,4.81,5.19,7,5.05
Men,Blazer,2999.0,5,19,0,5.05,5.39,5,5.31
Men,Blazer,2999.0,5,20,0,5.31,4.58,3,4.3
Men,Blazer,2999.0,5,21,0,4.3,4.87,3,3.15
Men,Blazer,2999.0,5,22,0,3.15,4.45,8,4.48
Men,Blazer,2999.0,6,23,0,4.48,4.31,2,4.0
Men,Blazer,2999.0,6,24,0,4.0,3.98,7,3.96
Men,Blazer,2999.0,6,25,0,3.96,3.9,8,3.25
Men,Blazer,2999.0,6,26,0,3.25,3.92,3,3.91
Men,Blazer,2999.0,7,27,0,3.91,3.78,2,4.05
Newborn,Romper,499.0,7,28,0,5.28,5.28,3,5.19
Newborn,Romper,499.0,7,29,0,5.19,5.26,8,4.58
Newborn,Romper,499.0,7,30,0,4.58,5.08,9,4.53
Newborn,Romper,499.0,8,31,0,4.53,4.9,6,4.89
Newborn,Romper,499.0,8,32,0,4.89,4.8,3,4.3
Newborn,Romper,499.0,8,33,1,4.3,4.58,8,7.41
Newborn,Romper,499.0,8,34,0,7.41,5.28,4,4.97
Newborn,Romper,499.0,8,35,0,4.97,5.39,8,4.38
Newborn,Romper,499.0,9,36,1,4.38,5.27,4,8.82
Newborn,Romper,499.0,9,37,0,8.82,6.4,3,3.82
Newborn,Romper,499.0,9,38,0,3.82,5.5,9,3.47
Newborn,Romper,499.0,9,39,0,3.47,5.12,5,3.68
Newborn,Romper,499.0,10,40,0,3.68,4.95,7,3.86
Newborn,Romper,499.0,10,41,1,3.86,3.71,7,6.86
Newborn,Romper,499.0,10,42,0,6.86,4.47,4,3.96
Newborn,Romper,499.0,10,43,1,3.96,4.59,8,8.42
Newborn,Romper,499.0,10,44,1,8.42,5.78,4,10.03
Newborn,Romper,499.0,11,45,1,10.03,7.32,5,9.78
Newborn,Romper,499.0,11,46,0,9.78,8.05,10,4.93
Newborn,Romper,499.0,11,47,0,4.93,8.29,11,3.8
Newborn,Romper,499.0,11,48,0,3.8,7.13,4,5.09
Newborn,Romper,499.0,12,49,0,5.09,5.9,12,3.99
Newborn,Romper,499.0,12,50,0,3.99,4.45,4,5.66
Newborn,Romper,499.0,12,51,1,5.66,4.64,6,9.4
Newborn,Romper,499.0,12,52,1,9.4,6.04,9,8.48
Newborn,Romper,499.0,1,1,0,8.48,6.88,12,5.67
Newborn,Romper,499.0,1,2,1,5.67,7.3,12,11.95
Newborn,Romper,499.0,1,3,0,11.95,8.87,6,5.51
Newborn,Romper,499.0,1,4,0,5.51,7.9,9,6.39
Newborn,Romper,499.0,1,5,0,6.39,7.38,13,5.81
Newborn,Romper,499.0,2,6,0,5.81,7.41,5,5.04
Newborn,Romper,499.0,2,7,0,5.04,5.69,3,6.0
Newborn,Romper,499.0,2,8,0,6.0,5.81,9,6.19
Newborn,Romper,499.0,2,9,0,6.19,5.76,9,6.09
Newborn,Romper,499.0,3,10,1,6.09,5.83,5,9.79
Newborn,Romper,499.0,3,11,0,9.79,7.02,13,7.72
Newborn,Romper,499.0,3,12,0,7.72,7.45,15,3.72
Newborn,Romper,499.0,3,13,0,3.72,6.83,7,8.37
Newborn,Romper,499.0,4,14,0,8.37,7.4,15,6.06
Newborn,Romper,499.0,4,15,1,6.06,6.47,7,12.29
Newborn,Romper,499.0,4,16,0,12.29,7.61,11,6.3
Newborn,Romper,499.0,4,17,0,6.3,8.26,14,6.13
Newborn,Romper,499.0,5,18,0,6.13,7.69,6,5.31
Newborn,Romper,499.0,5,19,0,5.31,7.51,13,6.81
Newborn,Romper,499.0,5,20,0,6.81,6.14,3,6.77
Newborn,Romper,499.0,5,21,0,6.77,6.26,11,5.82
Newborn,Romper,499.0,5,22,0,5.82,6.18,8,5.66
Newborn,Romper,499.0,6,23,0,5.66,6.27,7,5.53
Newborn,Romper,499.0,6,24,0,5.53,5.94,9,6.23
Newborn,Romper,499.0,6,25,0,6.23,5.81,5,5.49
Newborn,Romper,499.0,6,26,0,5.49,5.73,7,5.14
Newborn,Romper,499.0,7,27,0,5.14,5.6,8,4.29
Newborn,Romper,499.0,7,28,0,4.29,5.29,3,5.8
Newborn,Romper,499.0,7,29,0,5.8,5.18,7,4.42
Newborn,Romper,499.0,7,30,0,4.42,4.91,9,3.97
Newborn,Romper,499.0,7,31,0,3.97,4.62,7,5.14
Newborn,Romper,499.0,8,32,0,5.14,4.84,9,4.64
Newborn,Romper,499.0,8,33,1,4.64,4.54,7,12.16
Newborn,Romper,499.0,8,34,0,12.16,6.48,4,3.56
Newborn,Romper,499.0,8,35,0,3.56,6.37,5,3.99
Newborn,Romper,499.0,9,36,1,3.99,6.09,4,9.34
Newborn,Romper,499.0,9,37,0,9.34,7.26,10,4.23
Newborn,Romper,499.0,9,38,0,4.23,5.28,8,4.33
Newborn,Romper,499.0,9,39,0,4.33,5.47,5,4.3
Newborn,Romper,499.0,10,40,0,4.3,5.55,8,3.15
Newborn,Romper,499.0,10,41,1,3.15,4.0,6,8.7
Newborn,Romper,499.0,10,42,0,8.7,5.12,7,4.69
Newborn,Romper,499.0,10,43,1,4.69,5.21,7,7.44
Newborn,Romper,499.0,10,44,1,7.44,6.0,9,7.61
Newborn,Romper,499.0,11,45,1,7.61,7.11,10,8.22
Newborn,Romper,499.0,11,46,0,8.22,6.99,7,3.65
Newborn,Romper,499.0,11,47,0,3.65,6.73,8,3.9
Newborn,Romper,499.0,11,48,0,3.9,5.84,8,4.71
Newborn,Romper,499.0,12,49,0,4.71,5.12,4,5.66
Newborn,Romper,499.0,12,50,0,5.66,4.48,7,4.49
Newborn,Romper,499.0,12,51,0,4.49,4.69,5,6.29
Newborn,Romper,499.0,12,52,1,6.29,5.29,5,9.42
Newborn,Romper,499.0,1,1,0,9.42,6.46,12,5.91
Newborn,Romper,499.0,1,2,1,5.91,6.53,5,9.56
Newborn,Romper,499.0,1,3,1,9.56,7.79,7,11.64
Newborn,Romper,499.0,1,4,0,11.64,9.13,8,6.92
Newborn,Romper,499.0,1,5,0,6.92,8.51,15,6.26
Newborn,Romper,499.0,2,6,0,6.26,8.6,17,5.73
Newborn,Romper,499.0,2,7,0,5.73,7.64,5,5.77
Newborn,Romper,499.0,2,8,0,5.77,6.17,4,6.39
Newborn,Romper,499.0,2,9,0,6.39,6.04,7,6.75
Newborn,Romper,499.0,3,10,1,6.75,6.16,7,13.86
Newborn,Romper,499.0,3,11,0,13.86,8.19,10,6.3
Newborn,Romper,499.0,3,12,0,6.3,8.33,7,6.59
Newborn,Romper,499.0,3,13,0,6.59,8.38,5,5.54
Newborn,Romper,499.0,4,14,0,5.54,8.08,14,6.75
Newborn,Romper,499.0,4,15,1,6.75,6.3,4,11.18
Newborn,Romper,499.0,4,16,0,11.18,7.51,10,6.43
Newborn,Romper,499.0,4,17,0,6.43,7.47,11,5.91
Newborn,Romper,499.0,4,18,0,5.91,7.57,10,7.46
Newborn,Romper,499.0,5,19,0,7.46,7.75,15,6.16
Newborn,Romper,499.0,5,20,0,6.16,6.49,7,7.4
Newborn,Romper,499.0,5,21,0,7.4,6.73,8,5.91
Newborn,Romper,499.0,5,22,0,5.91,6.73,11,7.34
Newborn,Romper,499.0,6,23,0,7.34,6.7,9,6.17
Newborn,Romper,499.0,6,24,0,6.17,6.71,12,4.25
Newborn,Romper,499.0,6,25,0,4.25,5.92,6,5.23
Newborn,Romper,499.0,6,26,0,5.23,5.75,9,4.84
Newborn,Romper,499.0,7,27,0,4.84,5.12,5,4.32
Kids,Frock,1999.0,7,28,0,4.8,4.8,4,4.11
Kids,Frock,1999.0,7,29,0,4.11,4.63,8,4.14
Kids,Frock,1999.0,7,30,0,4.14,4.46,9,3.28
Kids,Frock,1999.0,8,31,0,3.28,4.08,5,3.28
Kids,Frock,1999.0,8,32,0,3.28,3.7,4,4.08
Kids,Frock,1999.0,8,33,1,4.08,3.7,4,8.78
Kids,Frock,1999.0,8,34,0,8.78,4.86,4,5.41
Kids,Frock,1999.0,8,35,0,5.41,5.39,9,4.72
Kids,Frock,1999.0,9,36,1,4.72,5.75,8,7.57
Kids,Frock,1999.0,9,37,0,7.57,6.62,11,3.88
Kids,Frock,1999.0,9,38,0,3.88,5.4,8,4.16
Kids,Frock,1999.0,9,39,0,4.16,5.08,9,3.75
Kids,Frock,1999.0,10,40,0,3.75,4.84,3,3.87
Kids,Frock,1999.0,10,41,1,3.87,3.91,5,6.85
Kids,Frock,1999.0,10,42,0,6.85,4.66,6,3.86
Kids,Frock,1999.0,10,43,1,3.86,4.58,5,7.95
Kids,Frock,1999.0,10,44,1,7.95,5.63,5,6.55
Kids,Frock,1999.0,11,45,1,6.55,6.3,11,8.69
Kids,Frock,1999.0,11,46,0,8.69,6.76,11,4.46
Kids,Frock,1999.0,11,47,0,4.46,6.91,8,4.58
Kids,Frock,1999.0,11,48,0,4.58,6.07,4,3.83
Kids,Frock,1999.0,12,49,0,3.83,5.39,6,5.37
Kids,Frock,1999.0,12,50,0,5.37,4.56,4,4.27
Kids,Frock,1999.0,12,51,1,4.27,4.51,6,7.72
Kids,Frock,1999.0,12,52,1,7.72,5.3,7,11.44
Kids,Frock,1999.0,1,1,0,11.44,7.2,14,4.15
Kids,Frock,1999.0,1,2,1,4.15,6.9,10,10.3
Kids,Frock,1999.0,1,3,0,10.3,8.4,16,4.61
Kids,Frock,1999.0,1,4,0,4.61,7.63,6,4.04
Kids,Frock,1999.0,1,5,0,4.04,5.78,5,4.51
Kids,Frock,1999.0,2,6,0,4.51,5.87,5,6.38
Kids,Frock,1999.0,2,7,0,6.38,4.89,4,5.47
Kids,Frock,1999.0,2,8,0,5.47,5.1,10,5.12
Kids,Frock,1999.0,2,9,0,5.12,5.37,10,5.36
Kids,Frock,1999.0,3,10,1,5.36,5.58,10,9.5
Kids,Frock,1999.0,3,11,0,9.5,6.36,3,5.01
Kids,Frock,1999.0,3,12,0,5.01,6.25,8,6.4
Kids,Frock,1999.0,3,13,0,6.4,6.57,3,5.92
Kids,Frock,1999.0,4,14,0,5.92,6.71,11,5.72
Kids,Frock,1999.0,4,15,1,5.72,5.76,10,11.14
Kids,Frock,1999.0,4,16,0,11.14,7.29,10,4.38
Kids,Frock,1999.0,4,17,0,4.38,6.79,6,5.58
Kids,Frock,1999.0,5,18,0,5.58,6.7,5,6.29
Kids,Frock,1999.0,5,19,0,6.29,6.84,3,5.06
Kids,Frock,1999.0,5,20,0,5.06,5.32,8,5.4
Kids,Frock,1999.0,5,21,0,5.4,5.58,9,3.7
Kids,Frock,1999.0,5,22,0,3.7,5.11,8,6.24
Kids,Frock,1999.0,6,23,0,6.24,5.1,5,6.39
Kids,Frock,1999.0,6,24,0,6.39,5.43,3,6.25
Kids,Frock,1999.0,6,25,0,6.25,5.65,5,3.88
Kids,Frock,1999.0,6,26,0,3.88,5.69,7,5.52
Kids,Frock,1999.0,7,27,0,5.52,5.51,9,3.06
Kids,Frock,1999.0,7,28,0,3.06,4.68,5,5.3
Kids,Frock,1999.0,7,29,0,5.3,4.44,6,4.51
Kids,Frock,1999.0,7,30,0,4.51,4.6,4,4.18
Kids,Frock,1999.0,7,31,0,4.18,4.26,6,4.88
Kids,Frock,1999.0,8,32,0,4.88,4.72,5,4.27
Kids,Frock,1999.0,8,33,1,4.27,4.46,5,7.27
Kids,Frock,1999.0,8,34,0,7.27,5.15,6,4.44
Kids,Frock,1999.0,8,35,0,4.44,5.22,7,4.66
Kids,Frock,1999.0,9,36,1,4.66,5.16,4,8.79
Kids,Frock,1999.0,9,37,0,8.79,6.29,6,4.38
Kids,Frock,1999.0,9,38,0,4.38,5.57,3,3.23
Kids,Frock,1999.0,9,39,0,3.23,5.27,4,3.54
Kids,Frock,1999.0,10,40,0,3.54,4.99,5,3.96
Kids,Frock,1999.0,10,41,1,3.96,3.78,5,9.27
Kids,Frock,1999.0,10,42,0,9.27,5.0,6,3.41
Kids,Frock,1999.0,10,43,1,3.41,5.05,3,9.34
Kids,Frock,1999.0,10,44,1,9.34,6.5,7,5.89
Kids,Frock,1999.0,11,45,1,5.89,6.98,8,9.43
Kids,Frock,1999.0,11,46,0,9.43,7.02,8,4.74
Kids,Frock,1999.0,11,47,0,4.74,7.35,4,5.38
Kids,Frock,1999.0,11,48,0,5.38,6.36,11,4.85
Kids,Frock,1999.0,12,49,0,4.85,6.1,12,4.56
Kids,Frock,1999.0,12,50,0,4.56,4.88,6,4.23
Kids,Frock,1999.0,12,51,0,4.23,4.75,4,4.25
Kids,Frock,1999.0,12,52,1,4.25,4.47,4,9.27
Kids,Frock,1999.0,1,1,0,9.27,5.58,5,4.5
Kids,Frock,1999.0,1,2,1,4.5,5.56,4,10.78
Kids,Frock,1999.0,1,3,1,10.78,7.2,6,11.42
Kids,Frock,1999.0,1,4,0,11.42,8.99,18,4.49
Kids,Frock,1999.0,1,5,0,4.49,7.8,10,6.0
Kids,Frock,1999.0,2,6,0,6.0,8.17,8,5.65
Kids,Frock,1999.0,2,7,0,5.65,6.89,6,5.2
Kids,Frock,1999.0,2,8,0,5.2,5.33,4,6.46
Kids,Frock,1999.0,2,9,0,6.46,5.83,6,4.99
Kids,Frock,1999.0,3,10,1,4.99,5.57,8,9.25
Kids,Frock,1999.0,3,11,0,9.25,6.47,10,5.04
Kids,Frock,1999.0,3,12,0,5.04,6.44,11,5.28
Kids,Frock,1999.0,3,13,0,5.28,6.14,7,6.69
Kids,Frock,1999.0,4,14,0,6.69,6.57,13,7.67
Kids,Frock,1999.0,4,15,1,7.67,6.17,8,13.28
Kids,Frock,1999.0,4,16,0,13.28,8.23,7,5.74
Kids,Frock,1999.0,4,17,0,5.74,8.34,8,4.13
Kids,Frock,1999.0,4,18,0,4.13,7.7,11,5.07
Kids,Frock,1999.0,5,19,0,5.07,7.05,12,7.09
Kids,Frock,1999.0,5,20,0,7.09,5.51,9,6.18
Kids,Frock,1999.0,5,21,0,6.18,5.62,9,3.89
Kids,Frock,1999.0,5,22,0,3.89,5.56,6,3.54
Kids,Frock,1999.0,6,23,0,3.54,5.18,6,5.84
Kids,Frock,1999.0,6,24,0,5.84,4.86,3,6.15
Kids,Frock,1999.0,6,25,0,6.15,4.86,9,4.26
Kids,Frock,1999.0,6,26,0,4.26,4.95,3,4.38
Kids,Frock,1999.0,7,27,0,4.38,5.16,8,5.5
Women,Salwar,1999.0,7,28,0,8.1,8.1,15,7.45
Women,Salwar,1999.0,7,29,0,7.45,7.94,7,7.41
Women,Salwar,1999.0,7,30,0,7.41,7.77,13,7.18
Women,Salwar,1999.0,8,31,0,7.18,7.54,5,7.39
Women,Salwar,1999.0,8,32,0,7.39,7.36,14,7.44
Women,Salwar,1999.0,8,33,1,7.44,7.36,4,17.87
Women,Salwar,1999.0,8,34,0,17.87,9.97,18,6.44
Women,Salwar,1999.0,8,35,0,6.44,9.78,14,6.53
Women,Salwar,1999.0,9,36,1,6.53,9.57,12,11.08
Women,Salwar,1999.0,9,37,0,11.08,10.48,12,6.66
Women,Salwar,1999.0,9,38,0,6.66,7.68,5,7.55
Women,Salwar,1999.0,9,39,0,7.55,7.96,12,5.78
Women,Salwar,1999.0,10,40,0,5.78,7.77,11,5.65
Women,Salwar,1999.0,10,41,1,5.65,6.41,5,14.91
Women,Salwar,1999.0,10,42,0,14.91,8.47,15,6.85
Women,Salwar,1999.0,10,43,1,6.85,8.3,5,11.55
Women,Salwar,1999.0,10,44,1,11.55,9.74,8,13.73
Women,Salwar,1999.0,11,45,1,13.73,11.76,17,11.72
Women,Salwar,1999.0,11,46,0,11.72,10.96,14,6.59
Women,Salwar,1999.0,11,47,0,6.59,10.9,20,6.82
Women,Salwar,1999.0,11,48,0,6.82,9.72,9,8.29
Women,Salwar,1999.0,12,49,0,8.29,8.36,15,8.04
Women,Salwar,1999.0,12,50,0,8.04,7.44,9,8.77
Women,Salwar,1999.0,12,51,1,8.77,7.98,7,14.76
Women,Salwar,1999.0,12,52,1,14.76,9.97,6,17.06
Women,Salwar,1999.0,1,1,0,17.06,12.16,23,6.19
Women,Salwar,1999.0,1,2,1,6.19,11.7,10,14.48
Women,Salwar,1999.0,1,3,0,14.48,13.12,7,6.96
Women,Salwar,1999.0,1,4,0,6.96,11.18,19,9.75
Women,Salwar,1999.0,1,5,0,9.75,9.35,5,11.13
Women,Salwar,1999.0,2,6,0,11.13,10.58,20,8.78
Women,Salwar,1999.0,2,7,0,8.78,9.16,6,9.95
Women,Salwar,1999.0,2,8,0,9.95,9.9,10,10.06
Women,Salwar,1999.0,2,9,0,10.06,9.98,6,11.67
Women,Salwar,1999.0,3,10,1,11.67,10.11,13,18.14
Women,Salwar,1999.0,3,11,0,18.14,12.45,18,9.74
Women,Salwar,1999.0,3,12,0,9.74,12.4,13,8.44
Women,Salwar,1999.0,3,13,0,8.44,12.0,19,8.03
Women,Salwar,1999.0,4,14,0,8.03,11.09,16,10.69
Women,Salwar,1999.0,4,15,1,10.69,9.23,8,17.43
Women,Salwar,1999.0,4,16,0,17.43,11.15,19,8.75
Women,Salwar,1999.0,4,17,0,8.75,11.22,19,10.21
Women,Salwar,1999.0,5,18,0,10.21,11.77,13,9.13
Women,Salwar,1999.0,5,19,0,9.13,11.38,14,10.37
Women,Salwar,1999.0,5,20,0,10.37,9.62,8,10.27
Women,Salwar,1999.0,5,21,0,10.27,10.0,11,9.37
Women,Salwar,1999.0,5,22,0,9.37,9.78,19,6.24
